source,title,summary,link,published_date,sentiment_label,sentiment_score
NewsAPI - BusinessLine,"Sensex falls 359 points as FII outflows, rupee weakness weigh on markets; Nifty below 25,100","Markets open weak as Nifty and Sensex decline, with foreign fund outflows and rupee weakness impacting investor sentiment.",https://www.thehindubusinessline.com/markets/sensex-falls-359-points-as-fii-outflows-and-rupee-weakness-weigh-on-markets-nifty-below-25100/article70087367.ece,2025-09-24T04:42:36Z,negative,0.9725345969200134
NewsAPI - The Times of India,"Sensex drops over 300 pts, Nifty below 25,100 as D-St slide stretches to day 4, US visa worries cloud sentiment","Indian stocks commenced trading on Wednesday with a decline, as both the Sensex and Nifty extended their losing streak to a fourth consecutive day. Investor sentiment was negatively impacted by concerns surrounding U.S. H-1B visa regulations. The downturn was…",https://economictimes.indiatimes.com/markets/stocks/news/sensex-drops-over-300-pts-nifty-below-25100-as-d-st-slide-stretches-to-day-4-us-visa-worries-cloud-sentiment/articleshow/124082576.cms,2025-09-24T04:01:07Z,negative,0.9731913805007935
NewsAPI - Ndtvprofit.com,"Swiggy Shares In Focus After Instamart Separation, Rapido Exit","Shares of Swiggy rose during early trade on Wednesday after the board approved to separate quick commerce business 'Instamart' through a slump sale and the fully divest its stake in Rapido to Prosus and WestBridge for a total consideration of Rs 2,400 crore. …",https://www.ndtvprofit.com/markets/swiggy-share-price-in-focus-after-instamart-separation-rapido-exit,2025-09-24T03:19:54Z,positive,0.9421539306640625
NewsAPI - BusinessLine,"Share Market Highlights 24 September 2025: Sensex falls 386 pts, Nifty slips 112; IT, Auto drag markets lower","Sensex, Nifty updates on 24 Sept 2025: Indian equities fell for the fourth straight session on Wednesday, their longest losing run since mid-July, as worries over U.S. visa curbs continued to pressure sentiment. The BSE Sensex dropped 386 points to close at 8…",https://www.thehindubusinessline.com/markets/stock-market-highlights-24-september-2025/article70084551.ece,2025-09-24T01:08:11Z,negative,0.9745200276374817
NewsAPI - BusinessLine,"Day Trading Guide for September 24, 2025: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide provides key intraday support and resistance levels to watch for on Nifty Futures and widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, and SBI",https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-september-24/article70084572.ece,2025-09-24T00:30:00Z,neutral,0.895757257938385
NewsAPI - Ndtvprofit.com,All You Need To Know Going Into Trade On Wednesday,"India's benchmark equity indices closed in the red for a third straight session on Tuesday. The NSE Nifty 50 ended 0.13% lower at 25,169.50 and the BSE Sensex closed 0.07% down at 82,102.10.",https://www.ndtvprofit.com/markets/stock-market-today-all-you-need-to-know-going-into-trade-on-sept-24-2,2025-09-24T00:30:00Z,negative,0.9716635942459106
NewsAPI - Ndtvprofit.com,FPIs Stay Net Sellers For Second Consecutive Session,"Foreign portfolio investors (FPIs) stayed net sellers of Indian shares for the second straight session on Tuesday amid the benchmark Nifty ending in the red for the third consecutive session. The FPIs sold stocks worth approximately Rs 3,551.19 crore, accordi…",https://www.ndtvprofit.com/markets/fpis-stay-net-sellers-for-second-consecutive-session,2025-09-23T16:31:09Z,negative,0.5062887668609619
NewsAPI - The Times of India,Ahead of Market: 10 things that will decide stock market action on Wednesday,"The Indian market ended lower on Tuesday, falling for a third consecutive session, with gains in auto makers on festive-season demand failing to offset broader losses fueled by worries over a steep increase in U.S. H-1B visa fees.",https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-wednesday/articleshow/124074380.cms,2025-09-23T15:55:33Z,negative,0.9730314016342163
NewsAPI - Ndtvprofit.com,"Trade Setup For Sept 24: Nifty Sees Immediate Resistance At 25,500–25,600","The NSE Nifty 50 ended lower for the second straight session on Monday with investor sentiment cautious amid concerns over currency depreciation, foreign institutional investor outflows, and global policy uncertainties, according to analysts.",https://www.ndtvprofit.com/markets/trade-setup-for-sept-24-nifty-sees-immediate-resistance-at-2550025600,2025-09-23T14:54:01Z,negative,0.9731229543685913
NewsAPI - BusinessLine,"Top gainers & losers today, 23 September: Axis Bank, Bajaj Finance, Maruti among gainers; Trent, Tech Mahindra decline","Indian equity markets end volatile session slightly lower, Nifty 50 down 0.13% and Sensex 0.07%, rupee weakens to record low.",https://www.thehindubusinessline.com/markets/stock-markets/nse-bse-stock-market-top-gainers-top-losers-today-axisbank-bajajfinance-maruti-23-september-2025/article70084714.ece,2025-09-23T13:34:17Z,negative,0.9722103476524353
NewsAPI - BusinessLine,"Markets end marginally lower as rupee hits record low; banks, autos shine","Nifty ends 32.85 points lower as rupee hits 88.75/USD; banks, autos, metals gain, while IT and consumer stocks face pressure amid mixed market trends",https://www.thehindubusinessline.com/markets/markets-end-marginally-lower-as-rupee-hits-record-low-banks-autos-shine/article70084707.ece,2025-09-23T13:29:53Z,negative,0.9714350700378418
NewsAPI - Fortune,"The AI boom is unsustainable unless tech spending goes ‘parabolic,’ Deutsche Bank warns: ‘This is highly unlikely’","“In the absence of tech-related spending, the U.S. would be close to, or in, recession this year,” George Saravelos says.",https://fortune.com/2025/09/23/ai-boom-unsustainable-tech-spending-parabolic-deutsche-bank/,2025-09-23T10:59:07Z,negative,0.9584981203079224
NewsAPI - Yahoo Entertainment,"The AI boom is unsustainable unless tech spending goes ‘parabolic,’ Deutsche Bank warns: ‘This is highly unlikely’","“In the absence of tech-related spending, the U.S. would be close to, or in, recession this year,” George Saravelos says.",https://finance.yahoo.com/news/ai-boom-unsustainable-unless-tech-105907536.html,2025-09-23T10:59:07Z,negative,0.9584981203079224
NewsAPI - The Times of India,"Rupee hits record low as U.S. tariff, visa policies heap pressure","The Indian Rupee faced a significant drop, hitting a record low. This decline was influenced by concerns over U.S. tariffs and increased H-1B visa fees. Central bank intervention helped to control the losses. The rupee's performance has been among the weakest…",https://economictimes.indiatimes.com/markets/forex/rupee-hits-record-low-as-u-s-tariff-visa-policies-heap-pressure/articleshow/124068560.cms,2025-09-23T10:31:45Z,negative,0.9733415842056274
NewsAPI - Fortune,Oracle’s co-CEO structure will challenge the trope that having two chief executives rarely works,Also: All the news and watercooler chat from Fortune.,https://fortune.com/2025/09/23/oracles-co-ceo-structure-will-challenge-the-trope-that-having-two-chief-executives-rarely-works/,2025-09-23T09:04:33Z,neutral,0.8501999378204346
NewsAPI - BusinessLine,"Sensex recovers from morning losses, Nifty stays flat in volatile midday trade","The marginal recovery marked a significant improvement from the morning session, when both indices had opened with deeper losses of 0.19% and 0.24% respectively",https://www.thehindubusinessline.com/markets/sensex-recovers-from-morning-losses-nifty-stays-flat-in-volatile-midday-trade/article70083809.ece,2025-09-23T07:54:18Z,positive,0.9208244681358337
NewsAPI - BusinessLine,"Sensex, Nifty recover from day’s lows; auto stocks shine on festive demand, IT stocks dip over H-1B visa worries",Domestic market volatility driven by H-1B visa fee concerns; auto demand limits losses; benchmark indices trade marginally higher.,https://www.thehindubusinessline.com/markets/stock-markets/top-gainers-losers-today-23rd-sep-sensex-nifty-recover-from-days-lows-auto-stocks-shine-on-festive-demand-it-stocks-dip-over-h-1b-visa-worries-adani-enterprises-maruti-bajaj-finance-lead-gainers-ultra/article70083708.ece,2025-09-23T07:24:57Z,positive,0.6290757656097412
NewsAPI - Ndtvprofit.com,"Maruti Suzuki Shares Hit Record High After Goldman Sachs Upgrade - Check Price Target, Stock Rating And More","Maruti Suzuki India Ltd. share price jumped to fresh high in Tuesday's session after Goldman Sachs upgraded the rating to Buy and hiked target price. The brokerage raised the target price to Rs 18,900 from Rs 13,800 apiece. The current target price implies a …",https://www.ndtvprofit.com/markets/goldman-sachs-upgrade-fuels-maruti-suzuki-shares-to-new-high-check-target-price-stock-rating-share-price,2025-09-23T06:05:02Z,positive,0.9339103698730469
NewsAPI - BusinessLine,"Nifty prediction today – September 23, 2025: Nifty 50 futures: More fall is on the cards. Go short","Nifty 50 outlook is negative with resistance at 25,200-25,250; potential fall to 25,060-25,030, strong support zone.",https://www.thehindubusinessline.com/portfolio/technical-analysis/nifty-prediction-today-september-23-2025-nifty-50-futures-more-fall-is-on-the-cards-go-short/article70083401.ece,2025-09-23T05:00:19Z,negative,0.9713507294654846
NewsAPI - BusinessLine,Markets open lower as FII outflows weigh; Gold hits record high,"Nifty 50 starting at 25,209.00 and is trading at 25,141.95, down 60.40 points or 0.24% and Sensex opened at 82,147.37 and was at 82,002.05, lower by 157.92 points or 0.19%",https://www.thehindubusinessline.com/markets/markets-open-lower-as-fii-outflows-weigh-gold-hits-record-high/article70083398.ece,2025-09-23T04:58:00Z,negative,0.9739385843276978
NewsAPI - The Times of India,"Sensex falls over 100 pts, Nifty below 25,200 amid investor caution around H-1B visa woes","Indian stock markets initially rose, driven by optimism surrounding trade talks. However, the Sensex and Nifty soon declined. The auto sector performed well, led by companies like Ashok Leyland and Maruti Suzuki. IT stocks saw a slight recovery after a previo…",https://economictimes.indiatimes.com/markets/stocks/news/sensex-jumps-over-100-pts-nifty-tops-25230-as-us-trade-hopes-offset-visa-concerns/articleshow/124060544.cms,2025-09-23T03:57:01Z,positive,0.9156380295753479
NewsAPI - Manoramaonline.com,"ഇന്ത്യയ്ക്കുള്ള തീരുവ ‘വെട്ടാൻ’ അമേരിക്ക; വരും വമ്പൻ ഡീൽ, ‌ലോട്ടറിയടിച്ചപോലെ ജിഎസ്ടി മധുരം, കച്ചവടം പൊടിപൂരം, പിടിവിട്ട് സ്വർണക്കുതിപ്പ്","ഇന്ത്യ അമേരിക്കയുടെ തന്ത്രപ്രധാന പങ്കാളിയാണെന്നും വ്യാപാരം, ഊർജം, മരുന്നുകൾ, ധാതുക്കൾ, പ്രതിരോധം എന്നിവ സംബന്ധിച്ച് ജയശങ്കറുമായി ചർച്ച നടത്തിയെന്നും.india us trade deal, India US deal, GST, GST 2.0, Adani, Adani Shares, Adani Power, Gautam Adani, Maruti Suzuk…",https://www.manoramaonline.com/business/stock-market/2025/09/23/india-us-trade-s-jaishankar-rubio-goyal-adani-shares-gst-maruti-hyundai-gift-nifty-aks.html,2025-09-23T03:41:12Z,neutral,0.9059682488441467
NewsAPI - BusinessLine,"Sensex, Nifty to open flat as US trade optimism balances visa worries","GST cuts, effective from Monday, could cushion some of the worries linked to trade and visa policy, says industry players",https://www.thehindubusinessline.com/markets/sensex-nifty-to-open-flat-as-us-trade-optimism-balances-visa-worries/article70083250.ece,2025-09-23T03:39:22Z,positive,0.8402222394943237
NewsAPI - Ndtvprofit.com,India VIX Jumps 5%-Sign Of Concern?,"The week began on a predictable note for Indian equity benchmark indices, as a knee-jerk reaction was seen on the back of the H-1B visa announcement. The Nifty 50 opened lower but soon witnessed a smart recovery, climbing above the 25,300 mark. However, the r…",https://www.ndtvprofit.com/markets/nifty-india-vix-rises-nifty-it-rebound-stock-of-the-day-nlc-india-sept-23,2025-09-23T02:26:42Z,positive,0.8608696460723877
NewsAPI - BusinessLine,"Day Trading Guide for September 23, 2025: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide provides key intraday support and resistance levels to watch for on Nifty Futures and widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, and SBI",https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-september-23/article70080371.ece,2025-09-23T00:49:00Z,neutral,0.8952016830444336
NewsAPI - Ndtvprofit.com,All You Need To Know Going Into Trade On Tuesday,"The NSE Nifty 50 ended 0.49% lower at 25,202.35 and the BSE Sensex closed 0.56% down at 82,159.97. Nifty Sep futures is down by 0.53% to 25,276 at a premium of 74 points. Nifty Sep futures open interest down by 1.66%. Nifty Options 23rd Sep Expiry: Maximum Ca…",https://www.ndtvprofit.com/markets/stock-market-today-all-you-need-to-know-going-into-trade-on-september-23-2025,2025-09-23T00:30:00Z,negative,0.9618933200836182
NewsAPI - Ndtvprofit.com,FPIs Turn Net Sellers As H-1B Visa Woes Weigh On Markets,"The FPIs sold stocks worth approximately Rs 2,910.09 crore, according to provisional data from the National Stock Exchange.",https://www.ndtvprofit.com/markets/fpis-turn-net-sellers-as-h-1b-visa-woes-weigh-on-markets,2025-09-22T15:59:01Z,negative,0.5495859384536743
NewsAPI - The Times of India,Ahead of Market: 10 things that will decide stock market action on Tuesday,"Indian markets ended lower as IT stocks slumped after the U.S. raised H-1B visa costs to $100,000. Analysts say the correction is healthy, with Nifty support at 25,050 and consumption-focused sectors expected to drive medium-term gains.",https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-tuesday/articleshow/124052827.cms,2025-09-22T15:41:04Z,negative,0.8973491191864014
NewsAPI - BusinessLine,"IT stocks plunge as Trump’s $100,000 H-1B visa fee rattles markets","Sensex slides 466 points or 0.56% to settle at 82,159, while Nifty drops 124 points or 0.49% to close at 25,202",https://www.thehindubusinessline.com/markets/stock-markets/it-stocks-plunge-as-trumps-100000-h-1b-visa-fee-rattles-markets/article70081024.ece,2025-09-22T14:02:43Z,negative,0.966424822807312
NewsAPI - Livemint,Gautam Adani sets priorities after SEBI dismisses Hindenburg allegations: ‘We must build not for…’,Gautam Adani plans to speed up innovation and enhance transparency in his group after SEBI cleared them of Hindenburg's allegations. He praised his employees for their contributions amid scrutiny and outlined future goals focusing on long-term value and drivi…,https://www.livemint.com/companies/news/gautam-adani-sets-priorities-after-sebi-dismisses-hinderburg-allegations-we-must-build-not-for-11758539897769.html,2025-09-22T13:02:51Z,positive,0.7664368748664856
NewsAPI - BusinessLine,Time to 'accelerate': Adani outlines priorities after SEBI closure,"Adani Group cleared of Hindenburg allegations by SEBI, shifts focus to innovation, transparency, and long-term impact.",https://www.thehindubusinessline.com/companies/time-to-accelerate-adani-outlines-priorities-after-sebi-closure/article70080128.ece,2025-09-22T11:26:37Z,neutral,0.7407279014587402
NewsAPI - Fortune,"Gold hit a new record high—and that’s an indicator of fear lurking within the stock market, Deutsche Bank says","Investors are both bullish on equities as well as being afraid that there are major downside risks, Deutsche’s Henry Allen says.",https://fortune.com/2025/09/22/gold-price-record-high-fear-stock-market/,2025-09-22T10:55:15Z,positive,0.7308026552200317
NewsAPI - Yahoo Entertainment,"Gold hit a new record high—and that’s an indicator of fear lurking within the stock market, Deutsche Bank says","Investors are both bullish on equities as well as being afraid that there are major downside risks, Deutsche’s Henry Allen says.",https://finance.yahoo.com/news/gold-hit-record-high-indicator-105515145.html,2025-09-22T10:55:15Z,positive,0.7308026552200317
NewsAPI - The Times of India,"Market Wrap: Sensex drops 466 points, Nifty slips below 25,250 as U.S. visa fee hike hits IT stocks","Indian benchmark indices Sensex and Nifty retreated for a second session on Monday, with IT shares leading losses after United States sharply increased the one-time fee for H-1B visas to $100,000, delivering a fresh blow to a sector that had only just begun t…",https://economictimes.indiatimes.com/markets/stocks/news/market-wrap-sensex-drops-466-points-nifty-slips-below-25250-as-u-s-visa-fee-hike-hits-it-stocks/articleshow/124045290.cms,2025-09-22T10:21:53Z,negative,0.9733123183250427
NewsAPI - The Times of India,Time to 'accelerate': Adani outlines priorities after SEBI closure on Hindenburg allegations,"Gautam Adani announced a renewed focus on innovation and transparency after SEBI dismissed allegations from the Hindenburg report, which had triggered significant market turmoil for the Adani Group. Adani credited his employees' resilience for maintaining ope…",https://economictimes.indiatimes.com/news/company/corporate-trends/time-to-accelerate-adani-outlines-priorities-after-sebi-closure-on-hindenburg-allegations/articleshow/124043901.cms,2025-09-22T09:29:36Z,positive,0.9231117367744446
NewsAPI - Fortune,"Trump’s plan to charge $100,000 for new H-1B visas is met with dismay by CEOs who want the world’s top talent",Also: All the news and watercooler chat from Fortune.,https://fortune.com/2025/09/22/trump-plan-100000-h-1b-visas-ceos/,2025-09-22T09:06:57Z,negative,0.8575320243835449
NewsAPI - The Times of India,"Will price of 10 gm gold reach Rs 2 lakh in 5 years? Should you sell, hold, or buy?","Gold prices have surged dramatically in the past five years, driven by global uncertainties and strong ETF demand. Experts suggest that geopolitical factors, US economic conditions, and central bank policies will influence future prices. While some predict fu…",https://economictimes.indiatimes.com/wealth/invest/will-price-of-10-gm-gold-reach-rs-2-lakh-in-5-years-should-you-sell-hold-or-buy/articleshow/124042108.cms,2025-09-22T08:24:39Z,positive,0.8657569289207458
NewsAPI - BusinessLine,"Sensex down 220 points, Nifty at 25,280 level as IT stocks slump amid H-1B visa fee hike","Tech majors TCS, Infosys, Wipro, and HCL Tech drag indices lower, while Adani stocks gain. Hero Motocorp and Bajaj Auto lead the gainers on GST optimism.",https://www.thehindubusinessline.com/markets/stock-markets/sensex-down-220-points-nifty-at-25280-level-as-it-stocks-slump-amid-h-1b-visa-fee-hike/article70079672.ece,2025-09-22T08:14:33Z,negative,0.963434636592865
NewsAPI - Ndtvprofit.com,H-1B Visa Fee Hike Shock: Game-Changer For Nifty Or Just A Blip? Key Levels And Stock Of The Day,"On Friday, the Nifty 50 index ended its three-day run, closing 0.38 per cent lower and below the low of the prior hanging-man-like candlestick pattern. Despite this negative close, the index still extended its weekly winning streak to a third straight week, s…",https://www.ndtvprofit.com/markets/h-1b-visa-fee-hike-shock-game-changer-for-nifty-or-just-a-blip-key-levels-and-stock-of-the-day,2025-09-22T06:41:38Z,negative,0.9582775235176086
NewsAPI - CNA,US tech shares fall as Trump slaps steep new fees on H-1B visas,"Shares of U.S. technology companies slipped on Monday after President Donald Trump unveiled steep new visa fees as part of his immigration crackdown, raising concerns over higher labor costs and tighter access to skilled workers.The Trump administration said …",https://www.channelnewsasia.com/business/us-tech-shares-fall-trump-slaps-steep-new-fees-h-1b-visas-5361546,2025-09-22T06:33:24Z,negative,0.9705734252929688
NewsAPI - BusinessLine,"IT stocks drag market amid H-1B visa fee worries, Sensex, Nifty down despite GST boost","IT stocks plummeted due to increased H-1B visa fees, impacting market indices, with IT giants facing significant losses.",https://www.thehindubusinessline.com/markets/stock-markets/it-stocks-drag-market-amid-h-1b-visa-fee-worries-sensex-nifty-down-despite-gst-boost/article70079346.ece,2025-09-22T05:31:35Z,negative,0.9740844964981079
NewsAPI - Livemint,"Mint Exclusive: Cipla MD Vohra likely to step down, COO Achin Gupta may take over","India’s third-largest drugmaker is headed for a top-level shake-up, with CEO Umang Vohra set to move out by March 2026 and COO Achin Gupta emerging as his likely successor.",https://www.livemint.com/industry/mint-exclusive-cipla-md-vohra-likely-to-step-down-coo-achin-gupta-may-take-over-11758510500176.html,2025-09-22T05:13:50Z,neutral,0.7444292306900024
NewsAPI - BusinessLine,"Nifty Prediction Today – September 22, 2025: Nifty 50 Futures: Resistance can cap the upside. Stay out","Nifty 50 September Futures contract has to breach the 25,400-25,435 resistance zone to gain bullish momentum",https://www.thehindubusinessline.com/portfolio/technical-analysis/nifty-prediction-today-september-22-2025-nifty-50-futures-resistance-can-cap-the-upside-stay-out/article70079298.ece,2025-09-22T04:57:20Z,positive,0.8516451120376587
